Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
32077134,11/26/15 15:06,11/26/15 15:36,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST STREET,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 23:06,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 15:36,01 MANHATTAN,MANHATTAN,981152,203476,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72517078,-74.01117701,"(40.725170777266726, -74.01117700831195)"
32077621,11/26/15 12:34,11/26/15 16:31,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,,,,,WEST   42 STREET,11 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 20:34,The Police Department responded to the complaint and determined that police action was not necessary.,11/26/15 16:31,04 MANHATTAN,MANHATTAN,984717,216465,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76082287,-73.99831425,"(40.76082287001736, -73.99831424894528)"
32077629,11/26/15 16:49,11/26/15 17:58,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,WEST STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/27/15 0:49,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/26/15 17:58,01 MANHATTAN,MANHATTAN,981194,203703,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72579385,-74.01102558,"(40.725793851729485, -74.01102558319987)"
32077630,11/26/15 17:11,11/26/15 17:59,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/27/15 1:11,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/26/15 17:59,02 MANHATTAN,MANHATTAN,982057,202940,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72369986,-74.00791176,"(40.72369985791985, -74.00791176184632)"
32077682,11/26/15 13:49,11/26/15 14:12,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,462 BROOME STREET,BROOME STREET,MERCER STREET,GREENE STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,11/26/15 21:49,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 14:12,02 MANHATTAN,MANHATTAN,983956,202464,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72239362,-74.00106065,"(40.72239362005925, -74.00106065316425)"
32077736,11/26/15 15:10,11/26/15 17:01,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10012,,,,,BROOME STREET,BROADWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 23:10,The Police Department reviewed your complaint and provided additional information below.,11/26/15 17:01,02 MANHATTAN,MANHATTAN,984291,202245,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72179252,-73.99985209,"(40.72179252277204, -73.9998520871173)"
32078227,11/26/15 15:07,11/26/15 15:36,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,6 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 23:07,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 15:36,01 MANHATTAN,MANHATTAN,982778,202257,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72182534,-74.00531044,"(40.7218253375007, -74.00531043586997)"
32078333,11/26/15 15:37,11/26/15 16:25,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10040,,,,,FORT GEORGE AVENUE,SAINT NICHLAS AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 23:37,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 16:25,12 MANHATTAN,MANHATTAN,1004094,251444,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85680824,-73.92826483,"(40.85680823776297, -73.92826482905474)"
32078867,11/26/15 13:18,11/26/15 13:25,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,WEST SIDE HIGHWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 21:18,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 13:25,01 MANHATTAN,MANHATTAN,981152,203476,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72517078,-74.01117701,"(40.725170777266726, -74.01117700831195)"
32078875,11/26/15 13:23,11/26/15 13:38,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,WEST SIDE HIGHWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 21:23,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 13:38,01 MANHATTAN,MANHATTAN,981194,203703,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72579385,-74.01102558,"(40.725793851729485, -74.01102558319987)"
32088764,11/28/15 10:19,11/28/15 16:12,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10024,WEST 85 STREET,WEST 85 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/28/15 18:19,The Police Department responded and upon arrival those responsible for the condition were gone.,11/28/15 16:12,07 MANHATTAN,MANHATTAN,992211,225350,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7852063,-73.97125229,"(40.78520629729507, -73.97125229310203)"
32091915,11/29/15 18:21,11/29/15 22:54,NYPD,New York City Police Department,Traffic,Chronic Stoplight Violation,Street/Sidewalk,10028,,,,,EAST   83 STREET,2 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/30/15 2:21,The Police Department responded and upon arrival those responsible for the condition were gone.,11/29/15 22:54,08 MANHATTAN,MANHATTAN,997221,221970,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77592316,-73.95316737,"(40.77592316061583, -73.95316737408258)"
